title,type,source,episodes,status,rating,score,scored_by,rank,popularity,members,favorites,year,season,has_year,has_season,genres,demographics
Mushishi: Hihamukage,Tv Special,Manga,1,Finished Airing,PG-13 - TEENS 13 OR OLDER,8.52,71150.0,136,1689,148659,205,-1,Unknown,0,0,"Adventure, Mystery, Slice of Life, Supernatural",Seinen
Gintama. Porori-hen,Tv,Manga,13,Finished Airing,PG-13 - TEENS 13 OR OLDER,8.52,108850.0,135,1234,214838,938,2017,Fall,1,1,"Action, Comedy, Sci-Fi",Shounen
Gintama Movie 1: Shinyaku Benizakura-hen,Movie,Manga,1,Finished Airing,R - 17+ (VIOLENCE & PROFANITY),8.52,99676.0,134,1506,172737,623,-1,Unknown,0,0,"Action, Comedy, Sci-Fi",Shounen
Bakuman. 3rd Season,Tv,Manga,25,Finished Airing,PG-13 - TEENS 13 OR OLDER,8.52,200263.0,133,765,342137,2956,2012,Fall,1,1,"Comedy, Drama, Romance",Shounen
Samurai Champloo,Tv,Original,26,Finished Airing,R - 17+ (VIOLENCE & PROFANITY),8.52,666562.0,138,108,1306484,39830,2004,Spring,1,1,"Action, Adventure, Comedy",
Tu Bian Yingxiong X,Ona,Original,24,Currently Airing,PG-13 - TEENS 13 OR OLDER,8.51,29330.0,139,1841,133859,1394,-1,Unknown,0,0,Action,
Kara no Kyoukai Movie 5: Mujun Rasen,Movie,Light Novel,1,Finished Airing,R - 17+ (VIOLENCE & PROFANITY),8.51,136865.0,140,1066,248302,4670,-1,Unknown,0,0,"Action, Drama, Fantasy, Mystery, Romance, Suspense",
Koukaku Kidoutai: Stand Alone Complex 2nd GIG,Tv,Manga,26,Finished Airing,R - 17+ (VIOLENCE & PROFANITY),8.51,107415.0,141,1128,236587,3228,2004,Winter,1,1,"Action, Mystery, Sci-Fi",Seinen
Dandadan,Tv,Manga,12,Finished Airing,R - 17+ (VIOLENCE & PROFANITY),8.5,443588.0,143,287,761839,11999,2024,Fall,1,1,"Action, Comedy, Supernatural",Shounen
Yuru Camp△ Season 2,Tv,Manga,13,Finished Airing,PG-13 - TEENS 13 OR OLDER,8.5,107952.0,146,1083,244465,3136,2021,Winter,1,1,Slice of Life,
Sora yori mo Tooi Basho,Tv,Original,13,Finished Airing,PG-13 - TEENS 13 OR OLDER,8.5,229432.0,145,450,536672,14579,2018,Winter,1,1,"Adventure, Comedy, Drama",
JoJo no Kimyou na Bouken Part 4: Diamond wa Kudakenai,Tv,Manga,39,Finished Airing,R - 17+ (VIOLENCE & PROFANITY),8.5,831339.0,142,129,1204991,41754,2016,Spring,1,1,"Action, Adventure",Shounen
Shoujo☆Kageki Revue Starlight Movie,Movie,Original,1,Finished Airing,PG-13 - TEENS 13 OR OLDER,8.5,10365.0,144,4865,24150,980,-1,Unknown,0,0,Drama,
Mahou Shoujo Madoka★Magica Movie 3: Hangyaku no Monogatari,Movie,Original,1,Finished Airing,PG-13 - TEENS 13 OR OLDER,8.49,240019.0,148,630,404335,9377,-1,Unknown,0,0,"Award Winning, Drama, Suspense",
Mob Psycho 100,Tv,Web Manga,12,Finished Airing,PG-13 - TEENS 13 OR OLDER,8.49,1362148.0,149,28,2222015,51880,2016,Summer,1,1,"Action, Comedy, Supernatural",
Tian Guan Cifu Special,Ona,Web Novel,1,Finished Airing,PG-13 - TEENS 13 OR OLDER,8.49,29393.0,147,3162,57165,522,-1,Unknown,0,0,"Action, Adventure, Drama, Fantasy",
Ousama Ranking,Tv,Web Manga,23,Finished Airing,PG-13 - TEENS 13 OR OLDER,8.49,377323.0,150,308,715623,13407,2021,Fall,1,1,"Adventure, Fantasy",
Yakusoku no Neverland,Tv,Manga,12,Finished Airing,R - 17+ (VIOLENCE & PROFANITY),8.48,1353442.0,153,38,2080748,32731,2019,Winter,1,1,"Mystery, Suspense",Shounen
Uchuu Kyoudai,Tv,Manga,99,Finished Airing,PG-13 - TEENS 13 OR OLDER,8.48,54942.0,152,1283,205414,3906,2012,Spring,1,1,Comedy,Seinen
One Punch Man,Tv,Web Manga,12,Finished Airing,R - 17+ (VIOLENCE & PROFANITY),8.48,2345471.0,151,4,3399346,65860,2015,Fall,1,1,"Action, Comedy",Seinen
Kimi ni Todoke 3rd Season,Ona,Manga,5,Finished Airing,PG-13 - TEENS 13 OR OLDER,8.47,31484.0,155,2362,94503,722,-1,Unknown,0,0,"Drama, Romance",Shoujo
Fate/stay night Movie: Heaven's Feel - II. Lost Butterfly,Movie,Visual Novel,1,Finished Airing,R - 17+ (VIOLENCE & PROFANITY),8.47,247040.0,159,606,417999,3547,-1,Unknown,0,0,"Action, Fantasy",
Ansatsu Kyoushitsu 2nd Season,Tv,Manga,25,Finished Airing,PG-13 - TEENS 13 OR OLDER,8.47,941669.0,157,87,1516087,17790,2016,Winter,1,1,"Action, Comedy",Shounen
Aria the Origination,Tv,Manga,13,Finished Airing,G - ALL AGES,8.47,33928.0,158,1794,137443,4239,2008,Winter,1,1,"Sci-Fi, Slice of Life",Shounen
Summertime Render,Tv,Manga,25,Finished Airing,R - 17+ (VIOLENCE & PROFANITY),8.47,265350.0,154,376,626610,10637,2022,Spring,1,1,"Mystery, Supernatural, Suspense",Shounen
Nichijou,Tv,Manga,26,Finished Airing,PG-13 - TEENS 13 OR OLDER,8.47,388694.0,156,195,950407,24947,2011,Spring,1,1,Comedy,Shounen
Nezha Zhi Mo Tong Nao Hai,Movie,Original,1,Finished Airing,PG-13 - TEENS 13 OR OLDER,8.46,1448.0,168,9371,4610,28,-1,Unknown,0,0,"Action, Comedy, Drama, Fantasy",
Dandadan 2nd Season,Tv,Manga,12,Currently Airing,R - 17+ (VIOLENCE & PROFANITY),8.46,7427.0,161,1195,223011,1149,2025,Summer,1,1,"Action, Comedy, Supernatural",Shounen
Uma Musume: Cinderella Gray,Tv,Manga,13,Finished Airing,PG-13 - TEENS 13 OR OLDER,8.46,10111.0,164,4162,34224,306,2025,Spring,1,1,"Drama, Sports",Seinen
Re:Zero kara Hajimeru Isekai Seikatsu 3rd Season,Tv,Light Novel,16,Finished Airing,R - 17+ (VIOLENCE & PROFANITY),8.46,164698.0,170,605,418061,5860,2024,Fall,1,1,"Drama, Fantasy, Suspense",
Mo Dao Zu Shi: Xian Yun Pian,Ona,Web Novel,8,Finished Airing,R - 17+ (VIOLENCE & PROFANITY),8.46,53575.0,166,2086,114384,1276,-1,Unknown,0,0,"Action, Adventure, Drama, Fantasy, Mystery",
Mo Dao Zu Shi,Ona,Web Novel,15,Finished Airing,R - 17+ (VIOLENCE & PROFANITY),8.46,85438.0,166,1075,246837,7011,-1,Unknown,0,0,"Action, Adventure, Drama, Fantasy, Mystery",
Rainbow: Nisha Rokubou no Shichinin,Tv,Manga,26,Finished Airing,R - 17+ (VIOLENCE & PROFANITY),8.46,163604.0,168,611,414350,8575,2010,Spring,1,1,"Drama, Suspense",Seinen
Gintama: The Semi-Final,Special,Manga,2,Finished Airing,PG-13 - TEENS 13 OR OLDER,8.46,44179.0,162,2482,87232,262,-1,Unknown,0,0,"Action, Comedy",Shounen
Yuu☆Yuu☆Hakusho,Tv,Manga,112,Finished Airing,PG-13 - TEENS 13 OR OLDER,8.46,348045.0,165,299,729573,24067,1992,Fall,1,1,"Action, Supernatural",Shounen
Spy x Family,Tv,Manga,12,Finished Airing,PG-13 - TEENS 13 OR OLDER,8.46,1081310.0,162,60,1760048,40329,2022,Spring,1,1,"Action, Award Winning, Comedy",Shounen
Chihayafuru 3,Tv,Manga,24,Finished Airing,PG-13 - TEENS 13 OR OLDER,8.46,68059.0,160,1662,151646,1645,2019,Fall,1,1,"Drama, Sports",Josei
Pluto,Ona,Manga,8,Finished Airing,PG-13 - TEENS 13 OR OLDER,8.45,95903.0,172,1204,220109,2896,-1,Unknown,0,0,"Action, Mystery, Sci-Fi, Suspense",Seinen
Owarimonogatari,Tv,Light Novel,12,Finished Airing,R - 17+ (VIOLENCE & PROFANITY),8.45,245598.0,170,490,498829,2969,2015,Fall,1,1,"Comedy, Mystery, Supernatural",
Steins;Gate Movie: Fuka Ryouiki no Déjà vu,Movie,Visual Novel,1,Finished Airing,PG-13 - TEENS 13 OR OLDER,8.45,371841.0,176,380,623717,2773,-1,Unknown,0,0,"Drama, Sci-Fi",
Banana Fish,Tv,Manga,24,Finished Airing,R - 17+ (VIOLENCE & PROFANITY),8.45,398060.0,173,203,924719,31425,2018,Summer,1,1,"Action, Adventure, Drama, Suspense",Shoujo
Chainsaw Man,Tv,Manga,12,Finished Airing,R - 17+ (VIOLENCE & PROFANITY),8.45,1002099.0,173,59,1771292,51124,2022,Fall,1,1,"Action, Fantasy",Shounen
Doupo Cangqiong: Nian Fan,Ona,Novel,157,Currently Airing,PG-13 - TEENS 13 OR OLDER,8.45,3623.0,175,6690,10742,353,-1,Unknown,0,0,"Action, Adventure, Fantasy",
Tian Guan Cifu Short Film,Ona,Web Novel,0,Currently Airing,PG-13 - TEENS 13 OR OLDER,8.44,1514.0,177,7613,7819,84,-1,Unknown,0,0,"Action, Adventure, Drama, Fantasy",
JoJo no Kimyou na Bouken Part 3: Stardust Crusaders - Egypt-hen,Tv,Manga,24,Finished Airing,R - 17+ (VIOLENCE & PROFANITY),8.44,842756.0,178,134,1190391,21499,2015,Winter,1,1,"Action, Adventure",Shounen
Grand Blue,Tv,Manga,12,Finished Airing,PG-13 - TEENS 13 OR OLDER,8.44,450678.0,179,244,846347,20996,2018,Summer,1,1,Comedy,Seinen
Given Movie 3: Umi e,Movie,Manga,1,Finished Airing,PG-13 - TEENS 13 OR OLDER,8.43,3427.0,181,5197,20428,91,-1,Unknown,0,0,"Boys Love, Drama",
Zoku Owarimonogatari,Tv,Light Novel,6,Finished Airing,R - 17+ (VIOLENCE & PROFANITY),8.43,116882.0,185,1084,243856,1022,2019,Spring,1,1,"Comedy, Mystery, Supernatural",
Bungou Stray Dogs 4th Season,Tv,Manga,13,Finished Airing,R - 17+ (VIOLENCE & PROFANITY),8.43,135030.0,180,783,335016,3377,2023,Winter,1,1,"Action, Mystery",Seinen
Hunter x Hunter,Tv,Manga,62,Finished Airing,PG-13 - TEENS 13 OR OLDER,8.43,304355.0,184,377,626161,11706,1999,Fall,1,1,"Action, Adventure, Fantasy",Shounen
Kimetsu no Yaiba,Tv,Manga,26,Finished Airing,R - 17+ (VIOLENCE & PROFANITY),8.43,2247140.0,186,5,3272572,93014,2019,Spring,1,1,"Action, Award Winning, Supernatural",Shounen
Haikyuu!!,Tv,Manga,25,Finished Airing,PG-13 - TEENS 13 OR OLDER,8.43,1299550.0,183,36,2093215,76606,2014,Spring,1,1,Sports,Shounen
Golden Kamuy 3rd Season,Tv,Manga,12,Finished Airing,R - 17+ (VIOLENCE & PROFANITY),8.43,92107.0,182,1392,187541,1566,2020,Fall,1,1,"Action, Adventure",Seinen
Mushishi Zoku Shou: Odoro no Michi,Tv Special,Manga,1,Finished Airing,PG-13 - TEENS 13 OR OLDER,8.42,52581.0,190,2157,107931,126,-1,Unknown,0,0,"Adventure, Mystery, Slice of Life, Supernatural",Seinen
Natsume Yuujinchou Movie: Utsusemi ni Musubu,Movie,Manga,1,Finished Airing,PG-13 - TEENS 13 OR OLDER,8.42,29382.0,191,2609,80710,226,-1,Unknown,0,0,"Slice of Life, Supernatural",Shoujo
Re:Zero kara Hajimeru Isekai Seikatsu 2nd Season Part 2,Tv,Light Novel,12,Finished Airing,R - 17+ (VIOLENCE & PROFANITY),8.42,591240.0,192,174,1002702,13170,2021,Winter,1,1,"Drama, Fantasy, Suspense",
Kono Oto Tomare! Part 2,Tv,Manga,13,Finished Airing,PG-13 - TEENS 13 OR OLDER,8.42,102689.0,188,1351,193893,1800,2019,Fall,1,1,Drama,Shounen
Gintama: Yorinuki Gintama-san on Theater 2D,Movie,Manga,2,Finished Airing,PG-13 - TEENS 13 OR OLDER,8.42,17888.0,193,3498,47603,44,-1,Unknown,0,0,"Action, Comedy, Sci-Fi",Shounen
Karakai Jouzu no Takagi-san Movie,Movie,Manga,1,Finished Airing,PG-13 - TEENS 13 OR OLDER,8.42,39777.0,187,2469,88085,758,-1,Unknown,0,0,Romance,Shounen
Koukaku Kidoutai: Stand Alone Complex,Tv,Manga,26,Finished Airing,R - 17+ (VIOLENCE & PROFANITY),8.42,169295.0,189,612,413918,8805,2002,Fall,1,1,"Action, Award Winning, Mystery, Sci-Fi",Seinen
Violet Evergarden Gaiden: Eien to Jidou Shuki Ningyou,Movie,Light Novel,1,Finished Airing,PG-13 - TEENS 13 OR OLDER,8.42,269709.0,194,538,459099,1675,-1,Unknown,0,0,Drama,
Wu Liuqi: Xuanwu Guo Pian,Ona,Original,10,Finished Airing,R - 17+ (VIOLENCE & PROFANITY),8.42,42581.0,195,2661,77826,862,-1,Unknown,0,0,"Action, Adventure, Comedy, Drama, Mystery",
Mushoku Tensei II: Isekai Ittara Honki Dasu Part 2,Tv,Light Novel,12,Finished Airing,R - 17+ (VIOLENCE & PROFANITY),8.41,281230.0,203,486,501902,4250,2024,Spring,1,1,"Adventure, Drama, Fantasy, Ecchi",
Saiki Kusuo no Ψ-nan,Tv,Manga,120,Finished Airing,PG-13 - TEENS 13 OR OLDER,8.41,665585.0,197,132,1192312,32266,2016,Summer,1,1,Comedy,Shounen
Saiki Kusuo no Ψ-nan 2,Tv,Manga,24,Finished Airing,PG-13 - TEENS 13 OR OLDER,8.41,412235.0,198,327,689767,4354,2018,Winter,1,1,Comedy,Shounen
Shingeki no Kyojin: Kuinaki Sentaku,Ova,Visual Novel,2,Finished Airing,R - 17+ (VIOLENCE & PROFANITY),8.41,325792.0,199,441,546695,2023,-1,Unknown,0,0,Action,
Tian Guan Cifu,Ona,Web Novel,11,Finished Airing,PG-13 - TEENS 13 OR OLDER,8.41,72195.0,200,1562,166181,5940,-1,Unknown,0,0,"Action, Adventure, Drama, Fantasy",
Mononoke,Tv,Original,12,Finished Airing,R - 17+ (VIOLENCE & PROFANITY),8.41,101540.0,202,734,353329,8907,2007,Summer,1,1,"Horror, Mystery, Supernatural, Suspense",
Saenai Heroine no Sodatekata Fine,Movie,Light Novel,1,Finished Airing,PG-13 - TEENS 13 OR OLDER,8.41,90581.0,196,1330,197961,2706,-1,Unknown,0,0,"Comedy, Romance",
Kono Subarashii Sekai ni Shukufuku wo! Movie: Kurenai Densetsu,Movie,Light Novel,1,Finished Airing,PG-13 - TEENS 13 OR OLDER,8.41,536873.0,201,242,848550,5007,-1,Unknown,0,0,"Adventure, Comedy, Fantasy",
Road of Naruto,Pv,Manga,1,Finished Airing,PG-13 - TEENS 13 OR OLDER,8.4,21868.0,99999,3988,37219,114,-1,Unknown,0,0,"Action, Fantasy",Shounen
Natsume Yuujinchou Roku Specials,Special,Manga,2,Finished Airing,PG-13 - TEENS 13 OR OLDER,8.4,23379.0,207,3327,52110,79,-1,Unknown,0,0,"Slice of Life, Supernatural",Shoujo
Jujutsu Kaisen 0 Movie,Movie,Manga,1,Finished Airing,R - 17+ (VIOLENCE & PROFANITY),8.4,697958.0,204,143,1129787,10789,-1,Unknown,0,0,"Action, Supernatural",Shounen
Kamisama Hajimemashita: Kako-hen,Ova,Manga,4,Finished Airing,PG-13 - TEENS 13 OR OLDER,8.4,88167.0,206,1456,178529,1084,-1,Unknown,0,0,"Comedy, Romance, Supernatural",Shoujo
Kaguya-sama wa Kokurasetai: Tensai-tachi no Renai Zunousen,Tv,Manga,12,Finished Airing,PG-13 - TEENS 13 OR OLDER,8.4,1164521.0,205,51,1857088,41219,2019,Winter,1,1,"Comedy, Romance",Seinen
Sayonara no Asa ni Yakusoku no Hana wo Kazarou,Movie,Original,1,Finished Airing,PG-13 - TEENS 13 OR OLDER,8.39,207107.0,210,526,470829,8177,-1,Unknown,0,0,"Drama, Fantasy",
Ramayana: The Legend of Prince Rama,Movie,Other,1,Finished Airing,G - ALL AGES,8.39,6766.0,209,6002,14039,223,-1,Unknown,0,0,Adventure,
Houseki no Kuni,Tv,Manga,12,Finished Airing,PG-13 - TEENS 13 OR OLDER,8.39,211364.0,212,492,497366,14451,2017,Fall,1,1,"Action, Drama, Fantasy, Mystery",Seinen
Major S5,Tv,Manga,25,Finished Airing,PG-13 - TEENS 13 OR OLDER,8.39,43142.0,208,2736,74534,646,2009,Winter,1,1,Sports,Shounen
Blue Giant,Movie,Manga,1,Finished Airing,PG-13 - TEENS 13 OR OLDER,8.39,14727.0,211,3788,41568,409,-1,Unknown,0,0,,Seinen
Tunshi Xingkong 3rd Season,Ona,Novel,33,Finished Airing,PG-13 - TEENS 13 OR OLDER,8.38,1962.0,222,9713,4146,39,-1,Unknown,0,0,"Action, Adventure, Fantasy, Sci-Fi",
Tunshi Xingkong 4th Season,Ona,Novel,123,Currently Airing,PG-13 - TEENS 13 OR OLDER,8.38,1633.0,223,9248,4792,130,-1,Unknown,0,0,"Action, Adventure, Fantasy, Sci-Fi",
Medalist,Tv,Manga,13,Finished Airing,PG-13 - TEENS 13 OR OLDER,8.38,26560.0,221,2920,66449,423,2025,Winter,1,1,"Drama, Sports",Seinen
Girls Band Cry,Tv,Original,13,Finished Airing,PG-13 - TEENS 13 OR OLDER,8.38,45276.0,215,2043,117070,2678,2024,Spring,1,1,Drama,
Made in Abyss Movie 2: Hourou Suru Tasogare,Movie,Web Manga,1,Finished Airing,R - 17+ (VIOLENCE & PROFANITY),8.38,64318.0,219,1640,154751,280,-1,Unknown,0,0,"Adventure, Drama, Fantasy, Mystery, Sci-Fi",
Kaze ga Tsuyoku Fuiteiru,Tv,Novel,23,Finished Airing,PG-13 - TEENS 13 OR OLDER,8.38,146342.0,218,813,322580,6339,2018,Fall,1,1,"Drama, Sports",
Vivy: Fluorite Eye's Song,Tv,Original,13,Finished Airing,R - 17+ (VIOLENCE & PROFANITY),8.38,261864.0,224,412,582675,11216,2021,Spring,1,1,"Action, Sci-Fi, Suspense",
Josee to Tora to Sakana-tachi,Movie,Novel,1,Finished Airing,PG-13 - TEENS 13 OR OLDER,8.38,252856.0,216,503,489179,6811,-1,Unknown,0,0,"Drama, Romance",
Mahou Shoujo Madoka★Magica,Tv,Original,12,Finished Airing,PG-13 - TEENS 13 OR OLDER,8.38,790492.0,220,104,1360071,58199,2011,Winter,1,1,"Award Winning, Drama, Suspense",
Karakai Jouzu no Takagi-san 3,Tv,Manga,12,Finished Airing,PG-13 - TEENS 13 OR OLDER,8.38,91867.0,217,1292,203758,2353,2022,Winter,1,1,"Comedy, Romance",Shounen
Gintama°: Aizome Kaori-hen,Ova,Manga,2,Finished Airing,PG-13 - TEENS 13 OR OLDER,8.38,47770.0,214,2423,90578,142,-1,Unknown,0,0,Comedy,Shounen
Cowboy Bebop: Tengoku no Tobira,Movie,Original,1,Finished Airing,R - 17+ (VIOLENCE & PROFANITY),8.38,225809.0,213,643,398888,1712,-1,Unknown,0,0,"Action, Sci-Fi",
Yuru Camp△ Movie,Movie,Manga,1,Finished Airing,PG-13 - TEENS 13 OR OLDER,8.38,32658.0,224,2433,90122,466,-1,Unknown,0,0,Slice of Life,
Xian Ni,Ona,Novel,128,Currently Airing,PG-13 - TEENS 13 OR OLDER,8.37,1883.0,227,7615,7797,189,-1,Unknown,0,0,"Action, Adventure, Fantasy",
Violet Evergarden: Recollections,Special,Light Novel,1,Finished Airing,PG-13 - TEENS 13 OR OLDER,8.37,13328.0,226,3834,40693,166,-1,Unknown,0,0,Drama,
Kara no Kyoukai Movie 7: Satsujin Kousatsu (Go),Movie,Light Novel,1,Finished Airing,R - 17+ (VIOLENCE & PROFANITY),8.37,116342.0,234,1234,214721,2320,-1,Unknown,0,0,"Action, Fantasy, Mystery, Romance, Suspense",
Cross Game,Tv,Manga,50,Finished Airing,PG-13 - TEENS 13 OR OLDER,8.37,52835.0,231,1882,130155,3056,2009,Spring,1,1,"Drama, Romance, Sports",Shounen
3-gatsu no Lion,Tv,Manga,22,Finished Airing,PG-13 - TEENS 13 OR OLDER,8.37,293337.0,228,314,712685,16092,2016,Fall,1,1,Drama,Seinen
Mahou Shoujo Madoka★Magica Movie 2: Eien no Monogatari,Movie,Original,1,Finished Airing,PG-13 - TEENS 13 OR OLDER,8.37,105452.0,235,1240,214148,1094,-1,Unknown,0,0,"Drama, Suspense",
Fruits Basket: Prelude,Movie,Manga,1,Finished Airing,PG-13 - TEENS 13 OR OLDER,8.37,46381.0,232,1969,122750,866,-1,Unknown,0,0,"Drama, Romance",Shoujo
Haikyuu!! To the Top,Tv,Manga,13,Finished Airing,PG-13 - TEENS 13 OR OLDER,8.37,621426.0,233,172,1009174,5439,2020,Winter,1,1,Sports,Shounen
Chihayafuru 2,Tv,Manga,25,Finished Airing,PG-13 - TEENS 13 OR OLDER,8.37,135344.0,230,1074,247159,1646,2013,Winter,1,1,"Drama, Sports",Josei
Barakamon,Tv,Web Manga,12,Finished Airing,PG-13 - TEENS 13 OR OLDER,8.37,353896.0,229,322,695113,13235,2014,Summer,1,1,Slice of Life,
Girls & Panzer: Saishuushou Part 4,Movie,Original,1,Finished Airing,PG-13 - TEENS 13 OR OLDER,8.36,7238.0,239,4966,23027,109,-1,Unknown,0,0,,
Kizumonogatari I: Tekketsu-hen,Movie,Light Novel,1,Finished Airing,R - 17+ (VIOLENCE & PROFANITY),8.36,301879.0,236,430,561273,3834,-1,Unknown,0,0,"Action, Mystery, Supernatural",
Gintama: Shiroyasha Koutan,Special,Manga,1,Finished Airing,PG-13 - TEENS 13 OR OLDER,8.36,36043.0,238,2759,73738,92,-1,Unknown,0,0,"Action, Comedy, Sci-Fi",
Shinseiki Evangelion,Tv,Original,26,Finished Airing,PG-13 - TEENS 13 OR OLDER,8.36,1158832.0,237,45,1938501,112622,1995,Fall,1,1,"Action, Avant Garde, Award Winning, Drama, Sci-Fi, Suspense",
Meitantei Conan Movie 26: Kurogane no Submarine,Movie,Manga,1,Finished Airing,PG-13 - TEENS 13 OR OLDER,8.35,8139.0,247,5614,16736,111,-1,Unknown,0,0,"Action, Mystery",Shounen
K-On! Movie,Movie,4-Koma Manga,1,Finished Airing,PG-13 - TEENS 13 OR OLDER,8.35,203887.0,243,755,345761,2918,-1,Unknown,0,0,"Award Winning, Comedy",
Yahari Ore no Seishun Love Comedy wa Machigatteiru. Kan,Tv,Light Novel,12,Finished Airing,PG-13 - TEENS 13 OR OLDER,8.35,435645.0,253,271,786749,14654,2020,Summer,1,1,"Comedy, Romance",
Non Non Biyori Nonstop,Tv,Manga,12,Finished Airing,PG-13 - TEENS 13 OR OLDER,8.35,51707.0,249,1836,134558,967,2021,Winter,1,1,Slice of Life,Seinen
Kono Subarashii Sekai ni Shukufuku wo! 3,Tv,Light Novel,11,Finished Airing,PG-13 - TEENS 13 OR OLDER,8.35,205023.0,246,487,500363,5461,2024,Spring,1,1,"Adventure, Comedy, Fantasy",
Kaze no Tani no Nausicaä,Movie,Manga,1,Finished Airing,PG-13 - TEENS 13 OR OLDER,8.35,250073.0,244,640,400524,5763,-1,Unknown,0,0,"Adventure, Award Winning, Drama, Fantasy",
Baccano!,Tv,Light Novel,13,Finished Airing,R - 17+ (VIOLENCE & PROFANITY),8.35,392672.0,240,200,939691,23549,2007,Summer,1,1,"Action, Mystery, Supernatural",
Versailles no Bara,Tv,Manga,40,Finished Airing,PG-13 - TEENS 13 OR OLDER,8.35,32654.0,251,2146,108784,3279,1979,Fall,1,1,"Drama, Romance",Shoujo
Initial D First Stage,Tv,Manga,26,Finished Airing,PG-13 - TEENS 13 OR OLDER,8.35,208303.0,242,604,418519,13312,1998,Spring,1,1,"Action, Drama",Seinen
Mushoku Tensei: Isekai Ittara Honki Dasu,Tv,Light Novel,11,Finished Airing,R - 17+ (VIOLENCE & PROFANITY),8.35,913212.0,248,92,1479580,37591,2021,Winter,1,1,"Adventure, Drama, Fantasy, Ecchi",
"Violet Evergarden: Kitto ""Ai"" wo Shiru Hi ga Kuru no Darou",Special,Light Novel,1,Finished Airing,PG-13 - TEENS 13 OR OLDER,8.35,213360.0,252,729,356636,953,-1,Unknown,0,0,Drama,
Kimetsu no Yaiba: Mugen Ressha-hen,Tv,Manga,7,Finished Airing,R - 17+ (VIOLENCE & PROFANITY),8.35,535140.0,245,218,887683,4534,2021,Fall,1,1,"Action, Supernatural",Shounen
Tensei shitara Slime Datta Ken 2nd Season,Tv,Manga,12,Finished Airing,PG-13 - TEENS 13 OR OLDER,8.35,612768.0,250,161,1057112,10919,2021,Winter,1,1,"Action, Comedy, Fantasy",Shounen
Douluo Dalu 2nd Season,Ona,Novel,237,Finished Airing,PG-13 - TEENS 13 OR OLDER,8.35,10038.0,241,4960,23043,482,-1,Unknown,0,0,"Action, Adventure, Fantasy, Supernatural",
Hibike! Euphonium 2,Tv,Novel,13,Finished Airing,PG-13 - TEENS 13 OR OLDER,8.34,131439.0,257,1062,248884,3765,2016,Fall,1,1,Drama,
Fumetsu no Anata e,Tv,Manga,20,Finished Airing,R - 17+ (VIOLENCE & PROFANITY),8.34,399487.0,255,198,943184,15443,2021,Spring,1,1,"Adventure, Drama, Supernatural",Shounen
IDOLiSH7 Third Beat! Part 2,Tv,Game,17,Finished Airing,PG-13 - TEENS 13 OR OLDER,8.34,5620.0,258,5579,17047,268,2022,Fall,1,1,Drama,
Wu Shan Wu Xing: Xichuan Huan Zi Lin,Ona,Original,4,Finished Airing,R - 17+ (VIOLENCE & PROFANITY),8.34,5448.0,254,5537,17380,127,-1,Unknown,0,0,"Action, Fantasy, Supernatural",
Hellsing Ultimate,Ova,Manga,10,Finished Airing,R - 17+ (VIOLENCE & PROFANITY),8.34,509073.0,256,183,984459,22897,-1,Unknown,0,0,"Action, Horror, Supernatural",Seinen
Re:Zero kara Hajimeru Isekai Seikatsu 2nd Season,Tv,Light Novel,13,Finished Airing,R - 17+ (VIOLENCE & PROFANITY),8.33,712888.0,264,127,1215314,12201,2020,Summer,1,1,"Drama, Fantasy, Suspense",
Ashita no Joe,Tv,Manga,79,Finished Airing,PG-13 - TEENS 13 OR OLDER,8.33,27163.0,260,2209,104299,2258,1970,Spring,1,1,"Drama, Sports",Shounen
86,Tv,Light Novel,11,Finished Airing,R - 17+ (VIOLENCE & PROFANITY),8.33,466097.0,259,215,895158,24347,2021,Spring,1,1,"Action, Drama, Sci-Fi",
Psycho-Pass,Tv,Original,22,Finished Airing,R - 17+ (VIOLENCE & PROFANITY),8.33,813571.0,263,65,1705669,39717,2012,Fall,1,1,"Action, Mystery, Sci-Fi, Suspense",
Bakuman. 2nd Season,Tv,Manga,25,Finished Airing,PG-13 - TEENS 13 OR OLDER,8.33,218613.0,261,709,365835,1385,2011,Fall,1,1,"Comedy, Drama, Romance",Shounen
Natsume Yuujinchou: Itsuka Yuki no Hi ni,Ova,Manga,1,Finished Airing,PG-13 - TEENS 13 OR OLDER,8.33,38066.0,262,2516,85212,116,-1,Unknown,0,0,"Slice of Life, Supernatural",Shoujo
Dr. Stone: New World Part 2,Tv,Manga,11,Finished Airing,PG-13 - TEENS 13 OR OLDER,8.32,193365.0,272,696,369738,1567,2023,Fall,1,1,"Adventure, Comedy, Sci-Fi",Shounen
Bocchi the Rock! Movie,Movie,4-Koma Manga,2,Finished Airing,PG-13 - TEENS 13 OR OLDER,8.32,5415.0,271,2934,66071,441,-1,Unknown,0,0,Comedy,
Seishun Buta Yarou wa Randoseru Girl no Yume wo Minai,Movie,Light Novel,1,Finished Airing,PG-13 - TEENS 13 OR OLDER,8.32,44827.0,268,1839,133968,538,-1,Unknown,0,0,"Drama, Romance, Supernatural",
Kidou Senshi Gundam: The Origin,Ova,Manga,6,Finished Airing,R+ - MILD NUDITY,8.32,34467.0,265,2600,81216,934,-1,Unknown,0,0,"Action, Sci-Fi",Shounen
